Season,Playoffs,Rk,G,Date,Days Off,Age,Age-Decimal,Tm,Home,Opp,Result,WinLoss,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
2015-2016,0,15,15,11/25/2015,2.00,30-330,30.90410959,CLE,0,TOR,-4,L,1,39:46:00,6,16,0.375,1,5,0.2,11,12,0.917,2,4,6,8,0,0,2,1,24,20.6,13
2015-2016,0,16,16,11/27/2015,1.00,30-332,30.90958904,CLE,0,CHO,5,W,1,38:13:00,8,20,0.4,2,5,0.4,7,9,0.778,2,11,13,5,0,0,3,2,25,17.8,1
2015-2016,0,17,17,11/28/2015,3.00,30-333,30.91232877,CLE,1,BRK,2,W,1,35:43:00,10,22,0.455,1,6,0.167,5,6,0.833,2,7,9,5,1,0,2,0,26,20.2,-1
2015-2016,0,18,18,12/1/2015,3.00,30-336,30.92054795,CLE,1,WAS,-12,L,1,37:23:00,8,20,0.4,0,3,0,8,8,1,4,9,13,4,1,1,9,3,24,13,-12
2015-2016,0,19,19,12/4/2015,4.00,30-339,30.92876712,CLE,0,NOP,-6,L,1,44:47:00,13,29,0.448,1,5,0.2,10,11,0.909,2,5,7,8,1,1,5,4,37,25.1,-4
2015-2016,0,21,20,12/8/2015,3.00,30-343,30.93972603,CLE,1,POR,5,W,1,40:20:00,14,24,0.583,1,3,0.333,4,4,1,1,9,10,3,2,3,2,3,33,28.2,7
2015-2016,0,22,21,12/11/2015,4.00,30-346,30.94794521,CLE,0,ORL,35,W,1,29:25:00,10,15,0.667,0,1,0,5,8,0.625,0,3,3,8,4,0,4,0,25,23.8,36
2015-2016,0,23,22,12/15/2015,2.00,30-350,30.95890411,CLE,0,BOS,12,W,1,35:42:00,10,20,0.5,0,3,0,4,4,1,1,6,7,3,2,1,6,3,24,14.1,17
2015-2016,0,24,23,12/17/2015,3.00,30-352,30.96438356,CLE,1,OKC,4,W,1,39:37:00,12,27,0.444,2,5,0.4,7,8,0.875,2,7,9,11,2,0,7,2,33,23.9,5
2015-2016,0,25,24,12/20/2015,3.00,30-355,30.97260274,CLE,1,PHI,22,W,1,25:19:00,10,17,0.588,0,3,0,3,4,0.75,0,5,5,4,3,1,2,0,23,20.7,33
2015-2016,0,26,25,12/23/2015,2.00,30-358,30.98082192,CLE,1,NYK,7,W,1,37:43:00,9,22,0.409,0,3,0,6,7,0.857,1,8,9,5,0,0,1,2,24,16.6,7
2015-2016,0,27,26,12/25/2015,1.00,30-360,30.98630137,CLE,0,GSW,-6,L,1,38:33:00,10,26,0.385,1,5,0.2,4,9,0.444,2,7,9,2,1,2,4,0,25,12.1,-9
2015-2016,0,28,27,12/26/2015,2.00,30-361,30.9890411,CLE,0,POR,-29,L,1,26:27:00,4,13,0.308,0,3,0,4,5,0.8,0,4,4,5,0,0,3,2,12,5,-29
2015-2016,0,29,28,12/28/2015,1.00,30-363,30.99452055,CLE,0,PHO,4,W,1,35:23:00,4,10,0.4,1,5,0.2,5,9,0.556,0,4,4,7,2,1,2,3,14,12.6,3
2015-2016,0,30,29,12/29/2015,4.00,30-364,30.99726027,CLE,0,DEN,6,W,1,34:23:00,13,24,0.542,1,3,0.333,7,8,0.875,3,3,6,2,2,1,5,2,34,23.3,3
2015-2016,0,31,30,1/2/2016,2.00,31-003,31.00821918,CLE,1,ORL,25,W,1,29:13:00,11,18,0.611,4,7,0.571,3,4,0.75,0,5,5,3,2,0,0,2,29,25.2,28
2015-2016,0,32,31,1/4/2016,2.00,31-005,31.01369863,CLE,1,TOR,22,W,1,30:41:00,7,11,0.636,1,2,0.5,5,8,0.625,0,2,2,7,3,0,2,1,20,20,11
2015-2016,0,33,32,1/6/2016,2.00,31-007,31.01917808,CLE,0,WAS,6,W,1,39:42:00,12,22,0.545,4,9,0.444,6,8,0.75,0,10,10,4,1,1,2,3,34,26.9,2
2015-2016,0,34,33,1/8/2016,2.00,31-009,31.02465753,CLE,0,MIN,26,W,1,32:14:00,5,12,0.417,0,4,0,3,4,0.75,0,12,12,8,1,2,3,1,13,14.4,21
2015-2016,0,35,34,1/10/2016,2.00,31-011,31.03013699,CLE,0,PHI,10,W,1,37:00:00,15,22,0.682,3,5,0.6,4,6,0.667,0,7,7,9,2,0,2,1,37,34.8,11
2015-2016,0,36,35,1/12/2016,2.00,31-013,31.03561644,CLE,0,DAL,3,W,1,41:43:00,9,17,0.529,3,6,0.5,6,8,0.75,3,7,10,7,2,0,4,2,27,24.2,2
2015-2016,0,37,36,1/14/2016,1.00,31-015,31.04109589,CLE,0,SAS,-4,L,1,37:20:00,9,17,0.529,1,3,0.333,3,4,0.75,2,5,7,5,0,0,4,4,22,14.1,9
2015-2016,0,38,37,1/15/2016,3.00,31-016,31.04383562,CLE,0,HOU,14,W,1,36:23:00,7,14,0.5,1,2,0.5,4,6,0.667,2,5,7,7,0,2,4,1,19,16,10
2015-2016,0,39,38,1/18/2016,2.00,31-019,31.05205479,CLE,1,GSW,-34,L,1,32:53:00,7,16,0.438,0,3,0,2,2,1,1,4,5,5,1,1,3,1,16,11.3,-34
2015-2016,0,40,39,1/20/2016,1.00,31-021,31.05753425,CLE,0,BRK,13,W,1,29:03:00,7,12,0.583,1,1,1,2,4,0.5,0,1,1,5,1,1,4,1,17,11.7,15
2015-2016,0,41,40,1/21/2016,2.00,31-022,31.06027397,CLE,1,LAC,13,W,1,35:11:00,9,17,0.529,1,4,0.25,3,5,0.6,1,4,5,12,0,0,0,4,22,21.6,21
2015-2016,0,42,41,1/23/2016,2.00,31-024,31.06575342,CLE,1,CHI,-13,L,1,39:44:00,11,27,0.407,0,5,0,4,7,0.571,3,10,13,9,2,1,1,3,26,22.2,-2
2015-2016,0,43,42,1/25/2016,2.00,31-026,31.07123288,CLE,1,MIN,7,W,1,38:01:00,11,15,0.733,1,1,1,2,3,0.667,0,4,4,9,1,1,5,2,25,21.9,1
2015-2016,0,44,43,1/27/2016,2.00,31-028,31.07671233,CLE,1,PHO,22,W,1,31:01:00,7,8,0.875,0,1,0,7,7,1,0,3,3,9,0,0,2,2,21,22.6,16
2015-2016,0,45,44,1/29/2016,1.00,31-030,31.08219178,CLE,0,DET,8,W,1,35:48:00,7,16,0.438,0,2,0,6,7,0.857,1,8,9,8,1,0,1,3,20,18.7,19
2015-2016,0,46,45,1/30/2016,2.00,31-031,31.08493151,CLE,1,SAS,14,W,1,34:09:00,10,17,0.588,0,2,0,9,11,0.818,1,4,5,7,2,2,2,2,29,27.7,14
2015-2016,0,47,46,2/1/2016,2.00,31-033,31.09041096,CLE,0,IND,5,W,1,43:35:00,9,22,0.409,0,5,0,6,10,0.6,2,10,12,6,2,1,1,2,24,20.1,-1
2015-2016,0,48,47,2/3/2016,2.00,31-035,31.09589041,CLE,0,CHO,-9,L,1,39:08:00,10,21,0.476,0,3,0,3,5,0.6,0,6,6,6,1,2,1,1,23,18.5,-9
2015-2016,0,49,48,2/5/2016,1.00,31-037,31.10136986,CLE,1,BOS,-1,L,1,38:05:00,9,23,0.391,0,5,0,12,17,0.706,3,4,7,4,2,1,6,2,30,17.5,-7
2015-2016,0,50,49,2/6/2016,2.00,31-038,31.10410959,CLE,1,NOP,15,W,1,36:42:00,11,20,0.55,2,5,0.4,3,3,1,0,3,3,8,1,0,2,2,27,22.1,8
2015-2016,0,51,50,2/8/2016,2.00,31-040,31.10958904,CLE,1,SAC,20,W,1,30:54:00,8,16,0.5,1,2,0.5,4,5,0.8,1,9,10,10,2,1,4,1,21,21.3,16
2015-2016,0,52,51,2/10/2016,8.00,31-042,31.11506849,CLE,1,LAL,9,W,1,36:40:00,12,22,0.545,3,6,0.5,2,5,0.4,1,6,7,11,1,0,1,1,29,27,16
2015-2016,0,53,52,2/18/2016,3.00,31-050,31.1369863,CLE,1,CHI,11,W,1,34:37:00,11,19,0.579,0,2,0,3,3,1,2,7,9,9,0,1,2,3,25,23.4,13
2015-2016,0,54,53,2/21/2016,1.00,31-053,31.14520548,CLE,0,OKC,23,W,1,37:30:00,11,22,0.5,2,5,0.4,1,1,1,3,4,7,11,3,0,5,3,25,21.8,22
2015-2016,0,55,54,2/22/2016,2.00,31-054,31.14794521,CLE,1,DET,-8,L,1,37:30:00,5,18,0.278,0,4,0,2,2,1,1,7,8,5,3,0,6,2,12,3.9,-4
2015-2016,0,56,55,2/24/2016,2.00,31-056,31.15342466,CLE,1,CHO,11,W,1,30:19:00,8,13,0.615,2,4,0.5,5,8,0.625,1,6,7,7,2,0,2,1,23,22.9,4
2015-2016,0,57,56,2/26/2016,3.00,31-058,31.15890411,CLE,0,TOR,-2,L,1,40:29:00,9,18,0.5,2,4,0.5,5,9,0.556,1,7,8,7,1,0,6,2,25,16.3,10
2015-2016,0,59,57,2/29/2016,4.00,31-061,31.16712329,CLE,1,IND,4,W,1,36:49:00,14,22,0.636,2,4,0.5,3,5,0.6,0,5,5,4,2,0,5,2,33,22.9,12
2015-2016,0,60,58,3/4/2016,1.00,31-065,31.17808219,CLE,1,WAS,25,W,1,30:23:00,7,18,0.389,1,4,0.25,4,4,1,1,12,13,8,3,0,1,1,19,20.7,15
2015-2016,0,61,59,3/5/2016,2.00,31-066,31.18082192,CLE,1,BOS,17,W,1,36:00:00,11,20,0.55,1,4,0.25,5,9,0.556,4,7,11,8,2,1,4,2,28,25.2,4
2015-2016,0,62,60,3/7/2016,2.00,31-068,31.18630137,CLE,1,MEM,-3,L,1,37:38:00,11,19,0.579,2,4,0.5,4,5,0.8,2,7,9,5,1,0,4,2,28,21.9,-9
2015-2016,0,63,61,3/9/2016,1.00,31-070,31.19178082,CLE,0,SAC,9,W,1,36:33:00,8,19,0.421,1,5,0.2,8,9,0.889,4,7,11,6,0,0,5,1,25,18.2,16
2015-2016,0,64,62,3/10/2016,3.00,31-071,31.19452055,CLE,0,LAL,12,W,1,34:50:00,9,18,0.5,1,4,0.25,5,8,0.625,2,3,5,7,0,2,3,2,24,18.6,6
2015-2016,0,65,63,3/13/2016,1.00,31-074,31.20273973,CLE,0,LAC,24,W,1,30:43:00,9,15,0.6,3,4,0.75,6,7,0.857,1,5,6,5,1,0,2,2,27,23.6,16
2015-2016,0,66,64,3/14/2016,4.00,31-075,31.20547945,CLE,0,UTA,-9,L,1,36:53:00,10,20,0.5,2,6,0.333,1,2,0.5,6,6,12,3,1,0,3,0,23,18.7,6
2015-2016,0,68,65,3/18/2016,1.00,31-079,31.21643836,CLE,0,ORL,6,W,1,35:44:00,6,15,0.4,0,3,0,6,6,1,1,6,7,8,1,1,4,3,18,14.5,-5
2015-2016,0,69,66,3/19/2016,2.00,31-080,31.21917808,CLE,0,MIA,-21,L,1,26:38:00,13,20,0.65,0,3,0,0,0,,0,3,3,3,1,0,3,1,26,17.8,-23
2015-2016,0,70,67,3/21/2016,2.00,31-082,31.22465753,CLE,1,DEN,33,W,1,33:26:00,12,19,0.632,1,2,0.5,8,11,0.727,3,8,11,11,0,0,3,2,33,31.7,38
2015-2016,0,71,68,3/23/2016,1.00,31-084,31.23013699,CLE,1,MIL,9,W,1,36:55:00,9,22,0.409,1,4,0.25,7,10,0.7,5,1,6,8,2,1,2,0,26,23.1,12
2015-2016,0,72,69,3/24/2016,2.00,31-085,31.23287671,CLE,0,BRK,-9,L,1,35:04:00,13,16,0.813,1,2,0.5,3,4,0.75,1,5,6,5,1,0,4,2,30,25.5,-8
2015-2016,0,73,70,3/26/2016,5.00,31-087,31.23835616,CLE,0,NYK,14,W,1,35:46:00,10,21,0.476,2,3,0.667,5,6,0.833,3,8,11,11,1,2,2,4,27,26.9,20
2015-2016,0,75,71,3/31/2016,1.00,31-092,31.25205479,CLE,1,BRK,20,W,1,30:40:00,8,11,0.727,0,0,,8,10,0.8,0,4,4,11,2,1,6,0,24,24.3,28
2015-2016,0,76,72,4/1/2016,2.00,31-093,31.25479452,CLE,0,ATL,2,W,1,44:25:00,12,26,0.462,1,5,0.2,4,5,0.8,3,13,16,9,3,1,3,4,29,26.6,6
2015-2016,0,77,73,4/3/2016,2.00,31-095,31.26027397,CLE,1,CHO,9,W,1,40:50:00,14,22,0.636,0,0,,3,3,1,3,5,8,12,2,0,5,4,31,28.6,10
2015-2016,0,78,74,4/5/2016,4.00,31-097,31.26575342,CLE,0,MIL,29,W,1,28:04:00,7,9,0.778,1,2,0.5,2,2,1,0,5,5,9,0,1,4,0,17,18,22
2015-2016,0,80,75,4/9/2016,2.00,31-101,31.27671233,CLE,0,CHI,-3,L,1,38:33:00,13,17,0.765,4,5,0.8,3,4,0.75,3,4,7,3,0,1,4,1,33,27.6,7
2015-2016,0,81,76,4/11/2016,6.00,31-103,31.28219178,CLE,1,ATL,15,W,1,32:25:00,13,16,0.813,3,4,0.75,5,5,1,1,5,6,6,2,1,4,2,34,32.3,13
2015-2016,1,1,1,4/17/2016,3.00,31-109,31.29863014,CLE,1,DET,5,W,1,40:51:00,9,17,0.529,0,3,0,4,4,1,1,5,6,11,2,2,1,3,22,24.8,18
2015-2016,1,2,2,4/20/2016,2.00,31-112,31.30684932,CLE,1,DET,17,W,1,39:44:00,12,18,0.667,2,4,0.5,1,3,0.333,1,5,6,3,3,0,5,3,27,19.5,10
2015-2016,1,3,3,4/22/2016,2.00,31-114,31.31232877,CLE,0,DET,10,W,1,42:55:00,8,24,0.333,1,6,0.167,3,5,0.6,1,12,13,7,0,1,5,2,20,9.7,17
2015-2016,1,4,4,4/24/2016,8.00,31-116,31.31780822,CLE,0,DET,2,W,1,41:27:00,9,19,0.474,1,6,0.167,3,3,1,2,9,11,6,2,0,2,4,22,19,5
2015-2016,1,5,5,5/2/2016,2.00,31-124,31.33972603,CLE,1,ATL,11,W,1,40:34:00,11,21,0.524,2,4,0.5,1,1,1,0,7,7,9,5,1,4,3,25,23.6,16
2015-2016,1,6,6,5/4/2016,2.00,31-126,31.34520548,CLE,1,ATL,25,W,1,28:08:00,9,15,0.6,4,6,0.667,5,9,0.556,0,4,4,5,3,0,2,4,27,22.6,24
2015-2016,1,7,7,5/6/2016,2.00,31-128,31.35068493,CLE,0,ATL,13,W,1,38:58:00,8,16,0.5,1,4,0.25,7,9,0.778,2,11,13,8,2,0,5,2,24,21.7,17
2015-2016,1,8,8,5/8/2016,9.00,31-130,31.35616438,CLE,0,ATL,1,W,1,37:52:00,10,23,0.435,1,5,0.2,0,3,0,5,5,10,9,2,1,6,2,21,14.9,2
2015-2016,1,9,9,5/17/2016,2.00,31-139,31.38082192,CLE,1,TOR,31,W,1,28:18:00,11,13,0.846,0,1,0,2,4,0.5,2,4,6,4,2,1,4,3,24,21.4,20
2015-2016,1,10,10,5/19/2016,2.00,31-141,31.38630137,CLE,1,TOR,19,W,1,33:45:00,7,13,0.538,0,2,0,9,17,0.529,1,10,11,11,3,0,2,2,23,25.1,16
2015-2016,1,11,11,5/21/2016,2.00,31-143,31.39178082,CLE,0,TOR,-15,L,1,38:50:00,9,17,0.529,1,5,0.2,5,7,0.714,4,4,8,5,2,0,2,3,24,21.2,-12
2015-2016,1,12,12,5/23/2016,2.00,31-145,31.39726027,CLE,0,TOR,-6,L,1,45:48:00,11,16,0.688,1,3,0.333,6,6,1,4,5,9,6,2,1,1,3,29,31.2,-3
2015-2016,1,13,13,5/25/2016,2.00,31-147,31.40273973,CLE,1,TOR,38,W,1,31:30:00,10,17,0.588,2,4,0.5,1,3,0.333,0,6,6,8,2,1,2,2,23,21.6,31
2015-2016,1,14,14,5/27/2016,6.00,31-149,31.40821918,CLE,0,TOR,26,W,1,41:15:00,13,22,0.591,3,6,0.5,4,7,0.571,2,9,11,6,1,3,3,2,33,29.2,22
2015-2016,1,15,15,6/2/2016,3.00,31-155,31.42465753,CLE,0,GSW,-15,L,1,40:53:00,9,21,0.429,2,4,0.5,3,4,0.75,4,8,12,9,2,1,4,2,23,20.9,-9
2015-2016,1,16,16,6/5/2016,3.00,31-158,31.43287671,CLE,0,GSW,-33,L,1,33:38:00,7,17,0.412,1,5,0.2,4,4,1,0,8,8,9,4,1,7,3,19,15.1,-20
2015-2016,1,17,17,6/8/2016,2.00,31-161,31.44109589,CLE,1,GSW,30,W,1,40:04:00,14,26,0.538,1,2,0.5,3,5,0.6,2,9,11,6,1,2,5,2,32,23.5,24
2015-2016,1,18,18,6/10/2016,3.00,31-163,31.44657534,CLE,1,GSW,-11,L,1,45:34:00,11,21,0.524,1,5,0.2,2,4,0.5,4,9,13,9,2,3,7,4,25,21.2,-12
2015-2016,1,19,19,6/13/2016,3.00,31-166,31.45479452,CLE,0,GSW,15,W,1,42:38:00,16,30,0.533,4,8,0.5,5,8,0.625,4,12,16,7,3,3,2,1,41,39.2,13
2015-2016,1,20,20,6/16/2016,3.00,31-169,31.4630137,CLE,1,GSW,14,W,1,42:35:00,16,27,0.593,3,6,0.5,6,8,0.75,2,6,8,11,4,3,1,3,41,42.5,26
2015-2016,1,21,21,6/19/2016,128.00,31-172,31.47123288,CLE,0,GSW,4,W,1,46:49:00,9,24,0.375,1,5,0.2,8,10,0.8,1,10,11,11,2,3,5,1,27,23.1,4
2016-2017,0,1,1,10/25/2016,3.00,31-300,31.82191781,CLE,1,NYK,29,W,1,32:23:00,9,14,0.643,0,3,0,1,2,0.5,3,8,11,14,0,1,4,3,19,22.2,27
2016-2017,0,2,2,10/28/2016,1.00,31-303,31.83013699,CLE,0,TOR,3,W,1,38:40:00,7,16,0.438,2,6,0.333,5,7,0.714,2,6,8,7,0,0,5,2,21,14.1,0
2016-2017,0,3,3,10/29/2016,3.00,31-304,31.83287671,CLE,1,ORL,6,W,1,39:00:00,7,16,0.438,2,6,0.333,7,11,0.636,1,5,6,9,1,1,2,2,23,20.4,1
2016-2017,0,4,4,11/1/2016,2.00,31-307,31.84109589,CLE,1,HOU,8,W,1,35:51:00,6,12,0.5,1,3,0.333,6,10,0.6,3,10,13,8,0,0,4,4,19,16.5,15
2016-2017,0,5,5,11/3/2016,2.00,31-309,31.84657534,CLE,1,BOS,6,W,1,36:22:00,12,22,0.545,1,4,0.25,5,5,1,1,6,7,12,1,0,2,2,30,28.5,18
2016-2017,0,6,6,11/5/2016,3.00,31-311,31.85205479,CLE,0,PHI,1,W,1,35:52:00,9,23,0.391,1,5,0.2,6,7,0.857,1,7,8,14,2,1,5,1,25,22,11
2016-2017,0,7,7,11/8/2016,3.00,31-314,31.86027397,CLE,1,ATL,-4,L,1,36:52:00,8,17,0.471,2,5,0.4,5,5,1,2,7,9,5,3,0,1,3,23,22.1,7
2016-2017,0,8,8,11/11/2016,2.00,31-317,31.86849315,CLE,0,WAS,11,W,1,38:06:00,9,18,0.5,3,4,0.75,6,9,0.667,0,10,10,5,2,2,6,1,27,20.3,7
2016-2017,0,9,9,11/13/2016,2.00,31-319,31.8739726,CLE,1,CHO,7,W,1,38:42:00,8,21,0.381,2,5,0.4,1,2,0.5,0,8,8,8,1,1,3,0,19,13.8,12
2016-2017,0,10,10,11/15/2016,3.00,31-321,31.87945205,CLE,1,TOR,4,W,1,38:04:00,10,15,0.667,2,5,0.4,6,10,0.6,0,9,9,15,1,0,5,2,28,28.3,1
2016-2017,0,12,11,11/18/2016,5.00,31-324,31.88767123,CLE,1,DET,23,W,1,28:03:00,9,14,0.643,1,3,0.333,2,3,0.667,0,3,3,3,0,1,2,1,21,15.7,21
2016-2017,0,13,12,11/23/2016,2.00,31-329,31.90136986,CLE,1,POR,12,W,1,37:30:00,11,21,0.524,2,3,0.667,7,8,0.875,1,9,10,13,3,0,3,0,31,32.8,17
2016-2017,0,14,13,11/25/2016,2.00,31-331,31.90684932,CLE,1,DAL,38,W,1,29:03:00,6,13,0.462,2,5,0.4,5,5,1,0,5,5,11,1,0,4,1,19,18.1,33
2016-2017,0,15,14,11/27/2016,2.00,31-333,31.91232877,CLE,0,PHI,4,W,1,41:30:00,9,19,0.474,1,4,0.25,7,9,0.778,2,8,10,13,1,0,5,0,26,24.4,2
2016-2017,0,16,15,11/29/2016,2.00,31-335,31.91780822,CLE,0,MIL,-17,L,1,32:53:00,8,16,0.5,3,8,0.375,3,7,0.429,0,4,4,4,0,0,7,3,22,8.2,-12
2016-2017,0,17,16,12/1/2016,1.00,31-337,31.92328767,CLE,1,LAC,-19,L,1,33:37:00,5,14,0.357,0,2,0,6,11,0.545,1,4,5,5,2,0,5,2,16,7.8,-20
2016-2017,0,18,17,12/2/2016,3.00,31-338,31.9260274,CLE,0,CHI,-6,L,1,44:40:00,13,22,0.591,1,3,0.333,0,0,,0,5,5,13,0,0,8,2,27,18.6,-3
2016-2017,0,19,18,12/5/2016,2.00,31-341,31.93424658,CLE,0,TOR,4,W,1,42:01:00,12,26,0.462,2,7,0.286,8,9,0.889,3,5,8,7,2,0,1,2,34,28.9,9
2016-2017,0,20,19,12/7/2016,2.00,31-343,31.93972603,CLE,0,NYK,32,W,1,32:27:00,7,10,0.7,1,2,0.5,10,14,0.714,2,4,6,7,1,2,4,2,25,24.3,32
2016-2017,0,21,20,12/9/2016,1.00,31-345,31.94520548,CLE,1,MIA,30,W,1,37:19:00,12,22,0.545,1,3,0.333,2,4,0.5,2,6,8,8,3,0,3,2,27,23.6,21
2016-2017,0,22,21,12/10/2016,3.00,31-346,31.94794521,CLE,1,CHO,11,W,1,42:27:00,17,24,0.708,5,10,0.5,5,9,0.556,1,8,9,10,3,1,5,3,44,40,-2
2016-2017,0,23,22,12/13/2016,4.00,31-349,31.95616438,CLE,1,MEM,17,W,1,36:29:00,9,17,0.529,0,4,0,5,8,0.625,1,5,6,8,3,0,6,1,23,17.9,8
2016-2017,0,25,23,12/17/2016,3.00,31-353,31.96712329,CLE,1,LAL,11,W,1,38:55:00,9,18,0.5,2,5,0.4,6,11,0.545,1,6,7,9,2,2,2,1,26,24.8,17
2016-2017,0,26,24,12/20/2016,1.00,31-356,31.97534247,CLE,0,MIL,6,W,1,47:29:00,12,25,0.48,5,9,0.556,5,6,0.833,3,9,12,7,1,1,2,2,34,29.5,8
2016-2017,0,27,25,12/21/2016,2.00,31-357,31.97808219,CLE,1,MIL,11,W,1,34:25:00,12,24,0.5,4,7,0.571,1,1,1,1,8,9,6,0,0,2,0,29,22.3,26
2016-2017,0,28,26,12/23/2016,2.00,31-359,31.98356164,CLE,1,BRK,20,W,1,27:16:00,7,16,0.438,0,3,0,5,6,0.833,1,3,4,6,3,0,1,0,19,18,33
2016-2017,0,29,27,12/25/2016,4.00,31-361,31.9890411,CLE,1,GSW,1,W,1,40:11:00,12,22,0.545,4,8,0.5,3,7,0.429,5,8,13,4,2,1,5,2,31,24.4,4
2016-2017,0,31,28,12/29/2016,2.00,31-365,32,CLE,1,BOS,6,W,1,43:44:00,9,18,0.5,2,6,0.333,3,7,0.429,2,6,8,11,1,3,8,2,23,17.6,1
2016-2017,0,32,29,12/31/2016,2.00,32-001,32.00273973,CLE,0,CHO,12,W,1,35:47:00,12,25,0.48,4,8,0.5,4,6,0.667,2,4,6,9,1,0,1,1,32,27,17
2016-2017,0,33,30,1/2/2017,2.00,32-003,32.00821918,CLE,1,NOP,8,W,1,38:55:00,9,21,0.429,0,4,0,8,10,0.8,2,5,7,6,2,1,4,1,26,19.5,-4
2016-2017,0,34,31,1/4/2017,2.00,32-005,32.01369863,CLE,1,CHI,-12,L,1,36:53:00,12,21,0.571,1,2,0.5,6,9,0.667,2,6,8,7,1,0,5,2,31,23.2,-13
2016-2017,0,35,32,1/6/2017,2.00,32-007,32.01917808,CLE,0,BRK,8,W,1,35:17:00,14,20,0.7,0,1,0,8,10,0.8,0,9,9,6,3,0,5,2,36,30.9,20
2016-2017,0,36,33,1/8/2017,2.00,32-009,32.02465753,CLE,0,PHO,4,W,1,39:31:00,11,17,0.647,2,4,0.5,4,6,0.667,3,5,8,4,1,0,7,3,28,18.9,-2
2016-2017,0,37,34,1/10/2017,1.00,32-011,32.03013699,CLE,0,UTA,-8,L,1,36:55:00,10,20,0.5,3,6,0.5,6,7,0.857,1,5,6,5,4,0,4,0,29,24.3,-8
2016-2017,0,38,35,1/11/2017,2.00,32-012,32.03287671,CLE,0,POR,-16,L,1,30:31:00,5,12,0.417,2,5,0.4,8,9,0.889,1,10,11,4,1,1,5,1,20,16,-7
2016-2017,0,39,36,1/13/2017,3.00,32-014,32.03835616,CLE,0,SAC,12,W,1,41:41:00,6,12,0.5,1,4,0.25,3,3,1,0,2,2,15,1,1,5,2,16,17,16
2016-2017,0,40,37,1/16/2017,3.00,32-017,32.04657534,CLE,0,GSW,-35,L,1,35:00:00,6,18,0.333,1,4,0.25,7,10,0.7,2,6,8,2,1,0,6,1,20,7.8,-32
2016-2017,0,41,38,1/19/2017,2.00,32-020,32.05479452,CLE,1,PHO,15,W,1,39:08:00,8,12,0.667,0,2,0,5,8,0.625,0,9,9,15,1,2,4,2,21,25.4,14
2016-2017,0,42,39,1/21/2017,2.00,32-022,32.06027397,CLE,1,SAS,-3,L,1,45:20:00,11,16,0.688,2,5,0.4,5,7,0.714,0,6,6,7,2,0,7,5,29,21.1,-16
2016-2017,0,43,40,1/23/2017,2.00,32-024,32.06575342,CLE,0,NOP,-2,L,1,43:43:00,11,21,0.524,1,4,0.25,3,4,0.75,2,8,10,12,2,0,6,2,26,22.7,-10
2016-2017,0,44,41,1/25/2017,2.00,32-026,32.07123288,CLE,1,SAC,-4,L,1,44:49:00,8,15,0.533,0,3,0,8,11,0.727,4,9,13,11,2,1,5,3,24,25.2,-1
2016-2017,0,45,42,1/27/2017,2.00,32-028,32.07671233,CLE,1,BRK,8,W,1,34:14:00,13,18,0.722,1,3,0.333,4,7,0.571,0,5,5,11,0,0,5,1,31,26.2,22
2016-2017,0,46,43,1/29/2017,1.00,32-030,32.08219178,CLE,1,OKC,16,W,1,36:50:00,9,18,0.5,0,2,0,7,10,0.7,1,13,14,8,1,0,2,1,25,23.6,11
2016-2017,0,47,44,1/30/2017,2.00,32-031,32.08493151,CLE,0,DAL,-7,L,1,37:17:00,9,19,0.474,1,6,0.167,4,8,0.5,0,9,9,9,2,0,5,0,23,17.7,-8
2016-2017,0,48,45,2/1/2017,3.00,32-033,32.09041096,CLE,1,MIN,28,W,1,34:28:00,11,14,0.786,1,2,0.5,4,7,0.571,0,8,8,12,2,1,2,1,27,31.5,16
2016-2017,0,49,46,2/4/2017,2.00,32-036,32.09863014,CLE,0,NYK,7,W,1,39:35:00,12,20,0.6,4,8,0.5,4,5,0.8,0,5,5,10,0,0,5,1,32,25.5,11
2016-2017,0,50,47,2/6/2017,2.00,32-038,32.10410959,CLE,0,WAS,5,W,1,42:04:00,12,18,0.667,6,8,0.75,2,5,0.4,0,7,7,17,2,2,6,6,32,32,0
2016-2017,0,51,48,2/8/2017,1.00,32-040,32.10958904,CLE,0,IND,15,W,1,38:16:00,9,16,0.563,1,2,0.5,6,8,0.75,1,5,6,9,1,1,4,2,25,22,8
2016-2017,0,52,49,2/9/2017,2.00,32-041,32.11232877,CLE,0,OKC,-9,L,1,40:53:00,8,19,0.421,1,4,0.25,1,3,0.333,1,4,5,7,2,2,3,1,18,13.9,-4
2016-2017,0,53,50,2/11/2017,3.00,32-043,32.11780822,CLE,1,DEN,16,W,1,33:09:00,11,16,0.688,1,1,1,4,4,1,0,5,5,12,2,0,6,1,27,25.7,26
2016-2017,0,54,51,2/14/2017,1.00,32-046,32.1260274,CLE,0,MIN,8,W,1,39:30:00,10,14,0.714,2,3,0.667,3,6,0.5,1,7,8,14,0,0,6,3,25,23.4,10
2016-2017,0,55,52,2/15/2017,8.00,32-047,32.12876712,CLE,1,IND,9,W,1,32:35:00,12,17,0.706,4,5,0.8,3,4,0.75,0,5,5,4,1,0,4,2,31,24,9
